timestamp,time,open,high,low,close,volume,volume_weighted_average_price,number_of_trades
2022-08-01,07:50:00,3.7,3.74,3.56,3.62,1299291.0,3.6602,3536
2022-08-01,07:55:00,3.625,3.67,3.58,3.5899,968176,3.616,2440
2022-08-01,08:00:00,3.5801,3.75,3.5757,3.74,1301090.0,3.6806,2883
2022-08-01,08:05:00,3.7303,3.78,3.65,3.78,1194899.0,3.7154,2138
2022-08-01,08:10:00,3.7718,3.83,3.65,3.6985,1579781.0,3.7659,3478
2022-08-01,08:15:00,3.6903,3.71,3.63,3.63,706432,3.673,1821
2022-08-01,08:20:00,3.6347,3.69,3.63,3.6405,508231,3.659,1361
2022-08-01,08:25:00,3.64,3.67,3.62,3.65,429107,3.6427,1095
2022-08-01,08:30:00,3.6563,3.74,3.64,3.7299,511131,3.682,1071
2022-08-01,08:35:00,3.73,3.8,3.71,3.7708,1176685.0,3.7649,2176
2022-08-01,08:40:00,3.7709,3.8,3.75,3.8,476396,3.7766,1128
2022-08-01,08:45:00,3.79,4.09,3.79,4.0211,2892777.0,3.9484,6037
2022-08-01,08:50:00,4.025,4.06,3.96,4.02,1629689.0,4.0114,3277
2022-08-01,08:55:00,4.0299,4.04,3.92,3.9311,952150,3.9678,1998
2022-08-01,09:00:00,3.9302,3.96,3.76,3.8098,1185287.0,3.8321,2779
2022-08-01,09:05:00,3.8099,3.9,3.75,3.861,867568,3.8062,1752
2022-08-01,09:10:00,3.8788,3.9,3.8,3.85,799879,3.8679,1396
2022-08-01,09:15:00,3.8593,3.88,3.81,3.88,362475,3.8459,734
2022-08-01,09:20:00,3.8799,3.96,3.87,3.91,954634,3.9272,1911
2022-08-01,09:25:00,3.9198,3.93,3.85,3.89,491345,3.8915,1038
2022-08-01,09:30:00,3.89,3.9,3.83,3.8898,459074,3.8674,887
2022-08-01,09:35:00,3.88,3.94,3.87,3.93,346737,3.9104,766
2022-08-01,09:40:00,3.93,4.04,3.9295,4.0197,1575922.0,3.9974,2697
2022-08-01,09:45:00,4.015,4.02,3.88,3.9299,826861,3.9678,1743
2022-08-01,09:50:00,3.92,3.94,3.85,3.8899,728666,3.8919,1378
2022-08-01,09:55:00,3.89,3.98,3.88,3.98,749898,3.9339,1110
2022-08-01,10:00:00,3.9794,3.99,3.92,3.96,565004,3.9563,999
2022-08-01,10:05:00,3.97,3.98,3.88,3.9,432993,3.9224,951
2022-08-01,10:10:00,3.8999,3.91,3.76,3.82,1125530.0,3.8295,2203
2022-08-01,10:15:00,3.82,3.86,3.8,3.85,312996,3.8283,819
2022-08-01,10:20:00,3.8502,3.87,3.7792,3.83,465388,3.8167,1071
2022-08-01,10:25:00,3.8299,3.86,3.81,3.8499,212671,3.8441,501
2022-08-01,10:30:00,3.8406,3.8497,3.76,3.7607,430287,3.7968,938
2022-08-01,10:35:00,3.76,3.77,3.68,3.77,658694,3.729,1453
2022-08-01,10:40:00,3.7692,3.77,3.75,3.7695,150138,3.7634,383
2022-08-01,10:45:00,3.7692,3.78,3.73,3.7591,356251,3.7608,666
2022-08-01,10:50:00,3.755,3.86,3.75,3.8203,666089,3.8166,1106
2022-08-01,10:55:00,3.82,3.89,3.79,3.89,376029,3.8407,756
2022-08-01,11:00:00,3.8833,3.95,3.84,3.895,876441,3.9113,1901
2022-08-01,11:05:00,3.9,3.9,3.8612,3.8809,297248,3.8864,935
2022-08-01,11:10:00,3.8894,3.92,3.87,3.8755,317348,3.8936,782
2022-08-01,11:15:00,3.8701,3.8899,3.81,3.825,252863,3.8517,566
2022-08-01,11:20:00,3.83,3.85,3.81,3.8453,194181,3.8285,492
2022-08-01,11:25:00,3.85,3.86,3.82,3.86,211637,3.8417,388
2022-08-01,11:30:00,3.8502,3.9,3.82,3.9,403217,3.8721,748
2022-08-01,11:35:00,3.8901,4.05,3.89,4.0008,1434577.0,3.9796,3043
2022-08-01,11:40:00,4.0092,4.01,3.66,3.7696,2452894.0,3.7988,4974
2022-08-01,11:45:00,3.76,3.83,3.75,3.815,646732,3.7824,1542
2022-08-01,11:50:00,3.8101,3.82,3.77,3.775,456098,3.7931,1092
2022-08-01,11:55:00,3.775,3.87,3.77,3.87,497453,3.8235,1051
2022-08-01,12:00:00,3.86,3.93,3.85,3.86,699770,3.8848,1511
2022-08-01,12:05:00,3.8503,3.89,3.835,3.8609,244402,3.8688,630
2022-08-01,12:10:00,3.86,3.87,3.82,3.82,239680,3.8431,585
2022-08-01,12:15:00,3.8204,3.87,3.8,3.84,304760,3.8244,910
2022-08-01,12:20:00,3.8401,3.85,3.82,3.83,294726,3.8326,756
2022-08-01,12:25:00,3.8394,3.92,3.82,3.879,439972,3.8703,1092
2022-08-01,12:30:00,3.8792,4.03,3.87,3.9913,1331351.0,3.9636,2777
2022-08-01,12:35:00,3.9989,4.04,3.92,3.9803,1196790.0,3.9903,2129
2022-08-01,12:40:00,3.9896,4.03,3.77,3.87,1676374.0,3.8532,3857
2022-08-01,12:45:00,3.875,3.89,3.79,3.82,381707,3.8402,1038
2022-08-01,12:50:00,3.82,3.92,3.81,3.89,457344,3.8587,1210
2022-08-01,12:55:00,3.898,4.03,3.78,3.9,2190748.0,3.9354,4920
2022-08-01,13:00:00,3.89,3.93,3.86,3.88,59003,3.9096,295
2022-08-01,13:05:00,3.89,3.92,3.87,3.88,43005,3.8886,153
2022-08-01,13:10:00,3.88,3.91,3.87,3.909,159612,3.8983,167
2022-08-01,13:15:00,3.89,3.91,3.81,3.81,104034,3.858,235
2022-08-01,13:20:00,3.82,3.87,3.79,3.81,92344,3.8118,200
2022-08-01,13:25:00,3.82,3.87,3.8,3.85,46434,3.8239,176
2022-08-01,13:30:00,3.83,3.85,3.83,3.85,8574,3.8427,91
2022-08-01,13:35:00,3.84,4,3.84,3.98,119068,3.9219,240
2022-08-01,13:40:00,3.96,4,3.85,3.89,79117,3.9543,252
2022-08-01,13:45:00,3.9,3.92,3.86,3.92,29128,3.891,147
2022-08-01,13:50:00,3.88,3.93,3.88,3.88,28948,3.9015,94
2022-08-01,13:55:00,3.88,3.94,3.87,3.92,29749,3.9091,92
2022-08-01,14:00:00,3.92,3.92,3.87,3.89,43756,3.8832,127
2022-08-01,14:05:00,3.88,3.9,3.85,3.9,54736,3.8681,126
2022-08-01,14:10:00,3.9,3.9,3.88,3.9,15151,3.893,49
2022-08-01,14:15:00,3.9,3.93,3.89,3.92,16072,3.9204,69
2022-08-01,14:20:00,3.92,3.99,3.91,3.99,72611,3.9592,145
2022-08-01,14:25:00,4,4.09,3.97,4.06,281111,4.0322,586
2022-08-01,14:30:00,4.06,4.11,4,4.09,193035,4.0778,478
2022-08-01,14:35:00,4.08,4.11,4.03,4.09,115923,4.0814,317
2022-08-01,14:40:00,4.08,4.1,4.03,4.04,98442,4.0675,532
2022-08-01,14:45:00,4.04,4.07,4.02,4.05,67736,4.043,203
2022-08-01,14:50:00,4.05,4.05,4.01,4.03,45692,4.0322,154
2022-08-01,14:55:00,4.05,4.05,4.01,4.05,19433,4.0301,133
2022-08-01,15:00:00,4.05,4.06,4.01,4.05,101984,4.0437,142
2022-08-01,15:05:00,4.04,4.1,4.03,4.04,73060,4.0584,165
2022-08-01,15:10:00,4.04,4.05,4.01,4.03,70241,4.0333,114
2022-08-01,15:15:00,4.02,4.03,4.01,4.01,27940,4.0235,73
2022-08-01,15:20:00,4.01,4.04,4.01,4.02,16221,4.0275,76
2022-08-01,15:25:00,4.02,4.03,3.95,3.98,58794,4.0007,142
2022-08-01,15:30:00,3.98,4.03,3.98,4.02,21443,4.0087,77
2022-08-01,15:35:00,4.02,4.03,4.01,4.03,15491,4.0147,53
2022-08-01,15:40:00,4.02,4.03,4.01,4.02,20738,4.015,66
2022-08-01,15:45:00,4.01,4.03,4.01,4.02,22915,4.0245,73
2022-08-01,15:50:00,4.03,4.03,3.99,4,39747,4.0074,82
2022-08-01,15:55:00,4.01,4.01,4,4.01,23134,4.0066,77
2022-08-01,16:00:00,4.01,4.03,4,4,26087,4.0191,59
2022-08-01,16:05:00,4.01,4.01,4,4,25604,4.0039,54
2022-08-01,16:10:00,4,4.01,4,4.01,14806,4.0039,42
2022-08-01,16:15:00,4,4.03,4,4.02,23729,4.0156,68
2022-08-01,16:20:00,4.025,4.03,4.02,4.02,38808,4.0266,63
2022-08-01,16:25:00,4.03,4.09,4.02,4.09,62549,4.0665,118
2022-08-01,16:30:00,4.09,4.09,4.07,4.09,35548,4.0762,91
2022-08-01,16:35:00,4.09,4.1,4.05,4.07,29797,4.0868,91
2022-08-01,16:40:00,4.06,4.08,4.06,4.08,14177,4.0751,85
2022-08-01,16:45:00,4.08,4.15,4.07,4.1,112190,4.1047,208
2022-08-01,16:50:00,4.13,4.2,4.1,4.1,73974,4.1424,187
2022-08-01,16:55:00,4.09,4.12,4.05,4.1,106845,4.0882,259
